Case ID,Case Type,Court,Judge Name,Date,Plaintiff,Defendant,Case Summary,Key Arguments,Verdict,Appeal Status,Legal References,Outcome Summary
106,Constitutional,Supreme Court,Justice Mehta,2021-01-28,Party_221,Party_930,Legal dispute over constitutional issue.,"Arguments presented based on Constitution of India, Article 21.",In favor of Defendant,Appeal Dismissed,Hindu Marriage Act 1955,In favor of Defendant with reference to Hindu Marriage Act 1955.
107,Corporate Law,District Court,Justice Reddy,2017-08-26,Party_118,Party_667,Legal dispute over corporate law issue.,"Arguments presented based on Constitution of India, Article 21.",In favor of Defendant,No Appeal,"Article 300A, Transfer of Property Act 1882","In favor of Defendant with reference to Article 300A, Transfer of Property Act 1882."
108,Family Law,High Court,Justice Sharma,2021-04-27,Party_480,Party_802,Legal dispute over family law issue.,"Arguments presented based on Article 300A, Transfer of Property Act 1882.",In favor of Plaintiff,No Appeal,"IPC Section 378, 323","In favor of Plaintiff with reference to IPC Section 378, 323."
109,Family Law,NCLT,Justice Nair,2015-04-03,Party_275,Party_796,Legal dispute over family law issue.,Arguments presented based on Hindu Marriage Act 1955.,In favor of Plaintiff,Appeal Dismissed,"Article 300A, Transfer of Property Act 1882","In favor of Plaintiff with reference to Article 300A, Transfer of Property Act 1882."
110,Civil Dispute,District Court,Justice Reddy,2019-06-24,Party_13,Party_973,Legal dispute over civil dispute issue.,"Arguments presented based on Constitution of India, Article 21.",Guilty,Appeal Pending,"Article 300A, Transfer of Property Act 1882","Guilty with reference to Article 300A, Transfer of Property Act 1882."
111,Constitutional,High Court,Justice Nair,2024-12-28,Party_270,Party_603,Legal dispute over constitutional issue.,Arguments presented based on Hindu Marriage Act 1955.,In favor of Plaintiff,No Appeal,Companies Act 2013,In favor of Plaintiff with reference to Companies Act 2013.
112,Civil Dispute,Supreme Court,Justice Nair,2016-12-20,Party_230,Party_694,Legal dispute over civil dispute issue.,"Arguments presented based on Article 300A, Transfer of Property Act 1882.",Not Guilty,Appeal Pending,Companies Act 2013,Not Guilty with reference to Companies Act 2013.
113,Criminal Case,NCLT,Justice Nair,2015-07-30,Party_156,Party_977,Legal dispute over criminal case issue.,"Arguments presented based on Article 300A, Transfer of Property Act 1882.",Guilty,Appeal Dismissed,Hindu Marriage Act 1955,Guilty with reference to Hindu Marriage Act 1955.
114,Civil Dispute,High Court,Justice Reddy,2022-06-08,Party_231,Party_970,Legal dispute over civil dispute issue.,Arguments presented based on Companies Act 2013.,In favor of Plaintiff,No Appeal,Companies Act 2013,In favor of Plaintiff with reference to Companies Act 2013.
115,Corporate Law,NCLT,Justice Reddy,2022-08-06,Party_492,Party_952,Legal dispute over corporate law issue.,"Arguments presented based on Constitution of India, Article 21.",Joint Custody,No Appeal,"Constitution of India, Article 21","Joint Custody with reference to Constitution of India, Article 21."
116,Family Law,High Court,Justice Nair,2019-11-25,Party_331,Party_559,Legal dispute over family law issue.,"Arguments presented based on IPC Section 378, 323.",Not Guilty,Appeal Pending,Companies Act 2013,Not Guilty with reference to Companies Act 2013.
117,Corporate Law,NCLT,Justice Sharma,2022-01-28,Party_338,Party_891,Legal dispute over corporate law issue.,Arguments presented based on Hindu Marriage Act 1955.,Guilty,No Appeal,"Article 300A, Transfer of Property Act 1882","Guilty with reference to Article 300A, Transfer of Property Act 1882."
118,Constitutional,Family Court,Justice Mehta,2018-02-25,Party_252,Party_734,Legal dispute over constitutional issue.,Arguments presented based on Hindu Marriage Act 1955.,Not Guilty,Appeal Pending,"Constitution of India, Article 21","Not Guilty with reference to Constitution of India, Article 21."
119,Family Law,NCLT,Justice Reddy,2017-02-14,Party_406,Party_652,Legal dispute over family law issue.,Arguments presented based on Hindu Marriage Act 1955.,Guilty,No Appeal,"IPC Section 378, 323","Guilty with reference to IPC Section 378, 323."
120,Criminal Case,NCLT,Justice Mehta,2019-11-27,Party_487,Party_565,Legal dispute over criminal case issue.,Arguments presented based on Companies Act 2013.,Not Guilty,Appeal Dismissed,"Article 300A, Transfer of Property Act 1882","Not Guilty with reference to Article 300A, Transfer of Property Act 1882."
121,Corporate Law,Supreme Court,Justice Kumar,2015-03-05,Party_220,Party_744,Legal dispute over corporate law issue.,"Arguments presented based on Article 300A, Transfer of Property Act 1882.",In favor of Defendant,Appeal Pending,Companies Act 2013,In favor of Defendant with reference to Companies Act 2013.
122,Constitutional,NCLT,Justice Sharma,2021-08-30,Party_391,Party_833,Legal dispute over constitutional issue.,Arguments presented based on Companies Act 2013.,Joint Custody,Appeal Dismissed,Companies Act 2013,Joint Custody with reference to Companies Act 2013.
123,Criminal Case,Supreme Court,Justice Nair,2021-07-30,Party_56,Party_541,Legal dispute over criminal case issue.,Arguments presented based on Hindu Marriage Act 1955.,Guilty,Appeal Pending,"Article 300A, Transfer of Property Act 1882","Guilty with reference to Article 300A, Transfer of Property Act 1882."
124,Corporate Law,Family Court,Justice Mehta,2017-04-25,Party_134,Party_529,Legal dispute over corporate law issue.,"Arguments presented based on Article 300A, Transfer of Property Act 1882.",In favor of Defendant,Appeal Dismissed,Companies Act 2013,In favor of Defendant with reference to Companies Act 2013.
125,Family Law,NCLT,Justice Kumar,2016-11-05,Party_319,Party_840,Legal dispute over family law issue.,"Arguments presented based on Article 300A, Transfer of Property Act 1882.",In favor of Defendant,Appeal Dismissed,Companies Act 2013,In favor of Defendant with reference to Companies Act 2013.
126,Corporate Law,NCLT,Justice Reddy,2018-04-10,Party_8,Party_557,Legal dispute over corporate law issue.,"Arguments presented based on Constitution of India, Article 21.",Guilty,No Appeal,"IPC Section 378, 323","Guilty with reference to IPC Section 378, 323."
127,Civil Dispute,High Court,Justice Reddy,2018-11-13,Party_57,Party_915,Legal dispute over civil dispute issue.,"Arguments presented based on IPC Section 378, 323.",Not Guilty,Appeal Pending,Companies Act 2013,Not Guilty with reference to Companies Act 2013.
128,Family Law,District Court,Justice Mehta,2021-09-29,Party_455,Party_735,Legal dispute over family law issue.,Arguments presented based on Companies Act 2013.,Not Guilty,Appeal Pending,Companies Act 2013,Not Guilty with reference to Companies Act 2013.
129,Civil Dispute,Supreme Court,Justice Mehta,2019-03-14,Party_303,Party_684,Legal dispute over civil dispute issue.,"Arguments presented based on IPC Section 378, 323.",Guilty,No Appeal,Hindu Marriage Act 1955,Guilty with reference to Hindu Marriage Act 1955.
130,Civil Dispute,Supreme Court,Justice Reddy,2020-05-01,Party_160,Party_956,Legal dispute over civil dispute issue.,Arguments presented based on Companies Act 2013.,Not Guilty,No Appeal,Companies Act 2013,Not Guilty with reference to Companies Act 2013.
131,Criminal Case,NCLT,Justice Sharma,2021-04-18,Party_489,Party_705,Legal dispute over criminal case issue.,Arguments presented based on Hindu Marriage Act 1955.,Not Guilty,No Appeal,"IPC Section 378, 323","Not Guilty with reference to IPC Section 378, 323."
132,Corporate Law,District Court,Justice Reddy,2016-05-03,Party_283,Party_797,Legal dispute over corporate law issue.,"Arguments presented based on Constitution of India, Article 21.",Joint Custody,No Appeal,Hindu Marriage Act 1955,Joint Custody with reference to Hindu Marriage Act 1955.
133,Constitutional,Supreme Court,Justice Reddy,2015-12-12,Party_94,Party_627,Legal dispute over constitutional issue.,"Arguments presented based on Constitution of India, Article 21.",Not Guilty,No Appeal,"IPC Section 378, 323","Not Guilty with reference to IPC Section 378, 323."
134,Civil Dispute,Supreme Court,Justice Nair,2024-02-16,Party_392,Party_506,Legal dispute over civil dispute issue.,"Arguments presented based on IPC Section 378, 323.",In favor of Plaintiff,No Appeal,"Constitution of India, Article 21","In favor of Plaintiff with reference to Constitution of India, Article 21."
135,Family Law,High Court,Justice Reddy,2023-08-10,Party_117,Party_749,Legal dispute over family law issue.,Arguments presented based on Hindu Marriage Act 1955.,In favor of Defendant,Appeal Dismissed,Hindu Marriage Act 1955,In favor of Defendant with reference to Hindu Marriage Act 1955.
136,Criminal Case,High Court,Justice Mehta,2015-07-05,Party_217,Party_959,Legal dispute over criminal case issue.,"Arguments presented based on Article 300A, Transfer of Property Act 1882.",In favor of Defendant,Appeal Dismissed,Companies Act 2013,In favor of Defendant with reference to Companies Act 2013.
137,Family Law,NCLT,Justice Sharma,2020-12-28,Party_84,Party_948,Legal dispute over family law issue.,"Arguments presented based on Constitution of India, Article 21.",Not Guilty,Appeal Dismissed,"Article 300A, Transfer of Property Act 1882","Not Guilty with reference to Article 300A, Transfer of Property Act 1882."
138,Civil Dispute,District Court,Justice Kumar,2017-01-07,Party_318,Party_502,Legal dispute over civil dispute issue.,Arguments presented based on Hindu Marriage Act 1955.,In favor of Plaintiff,No Appeal,Hindu Marriage Act 1955,In favor of Plaintiff with reference to Hindu Marriage Act 1955.
139,Criminal Case,Supreme Court,Justice Kumar,2017-08-11,Party_166,Party_741,Legal dispute over criminal case issue.,"Arguments presented based on IPC Section 378, 323.",In favor of Plaintiff,Appeal Pending,Hindu Marriage Act 1955,In favor of Plaintiff with reference to Hindu Marriage Act 1955.
140,Family Law,High Court,Justice Reddy,2015-03-03,Party_298,Party_575,Legal dispute over family law issue.,Arguments presented based on Companies Act 2013.,Guilty,Appeal Dismissed,Hindu Marriage Act 1955,Guilty with reference to Hindu Marriage Act 1955.
141,Corporate Law,High Court,Justice Nair,2021-06-28,Party_379,Party_952,Legal dispute over corporate law issue.,"Arguments presented based on Article 300A, Transfer of Property Act 1882.",In favor of Plaintiff,Appeal Pending,Companies Act 2013,In favor of Plaintiff with reference to Companies Act 2013.
142,Civil Dispute,Family Court,Justice Reddy,2021-08-20,Party_451,Party_801,Legal dispute over civil dispute issue.,Arguments presented based on Hindu Marriage Act 1955.,In favor of Plaintiff,No Appeal,Companies Act 2013,In favor of Plaintiff with reference to Companies Act 2013.
143,Criminal Case,District Court,Justice Kumar,2018-03-11,Party_462,Party_895,Legal dispute over criminal case issue.,"Arguments presented based on Article 300A, Transfer of Property Act 1882.",In favor of Defendant,No Appeal,Hindu Marriage Act 1955,In favor of Defendant with reference to Hindu Marriage Act 1955.
144,Civil Dispute,High Court,Justice Reddy,2023-10-18,Party_500,Party_638,Legal dispute over civil dispute issue.,"Arguments presented based on Article 300A, Transfer of Property Act 1882.",Not Guilty,Appeal Pending,Companies Act 2013,Not Guilty with reference to Companies Act 2013.
145,Family Law,District Court,Justice Nair,2020-01-05,Party_141,Party_757,Legal dispute over family law issue.,Arguments presented based on Hindu Marriage Act 1955.,Not Guilty,No Appeal,Companies Act 2013,Not Guilty with reference to Companies Act 2013.
146,Family Law,District Court,Justice Kumar,2019-11-28,Party_441,Party_705,Legal dispute over family law issue.,Arguments presented based on Companies Act 2013.,Joint Custody,Appeal Pending,"Article 300A, Transfer of Property Act 1882","Joint Custody with reference to Article 300A, Transfer of Property Act 1882."
147,Civil Dispute,Family Court,Justice Kumar,2017-12-17,Party_120,Party_748,Legal dispute over civil dispute issue.,"Arguments presented based on IPC Section 378, 323.",In favor of Plaintiff,Appeal Dismissed,Hindu Marriage Act 1955,In favor of Plaintiff with reference to Hindu Marriage Act 1955.
148,Constitutional,High Court,Justice Mehta,2024-09-11,Party_447,Party_947,Legal dispute over constitutional issue.,"Arguments presented based on Article 300A, Transfer of Property Act 1882.",In favor of Defendant,Appeal Dismissed,Hindu Marriage Act 1955,In favor of Defendant with reference to Hindu Marriage Act 1955.
149,Criminal Case,Family Court,Justice Reddy,2017-02-08,Party_497,Party_614,Legal dispute over criminal case issue.,"Arguments presented based on Article 300A, Transfer of Property Act 1882.",In favor of Plaintiff,No Appeal,Hindu Marriage Act 1955,In favor of Plaintiff with reference to Hindu Marriage Act 1955.
150,Criminal Case,District Court,Justice Sharma,2019-11-22,Party_347,Party_639,Legal dispute over criminal case issue.,Arguments presented based on Hindu Marriage Act 1955.,Guilty,Appeal Dismissed,"Constitution of India, Article 21","Guilty with reference to Constitution of India, Article 21."
151,Civil Dispute,High Court,Justice Nair,2023-12-06,Party_69,Party_811,Legal dispute over civil dispute issue.,"Arguments presented based on Article 300A, Transfer of Property Act 1882.",Not Guilty,Appeal Dismissed,"IPC Section 378, 323","Not Guilty with reference to IPC Section 378, 323."
152,Constitutional,District Court,Justice Kumar,2019-11-03,Party_260,Party_739,Legal dispute over constitutional issue.,"Arguments presented based on Constitution of India, Article 21.",Joint Custody,No Appeal,Companies Act 2013,Joint Custody with reference to Companies Act 2013.
